"AID","x","y","TelemDt"
"W55",695954.1,9705356,"2016-05-27 21:30:00"
"W55",695919.9,9705367,"2016-05-28 01:30:00"
"W55",695670.5,9705337,"2016-05-28 05:30:00"
"W55",695097.7,9705232,"2016-05-28 13:30:00"
"W55",694682.1,9705344,"2016-05-28 21:30:00"
"W55",694672.7,9705298,"2016-05-29 01:30:00"
"W55",694665.4,9705298,"2016-05-29 05:30:00"
"W55",695247.2,9705418,"2016-05-29 13:30:00"
"W55",695177.7,9705417,"2016-05-29 21:30:00"
"W55",695297.6,9705620,"2016-05-30 01:30:00"
"W55",695517.2,9706623,"2016-05-30 05:30:00"
"W55",695686.9,9708060,"2016-05-30 13:30:00"
"W55",695259,9707784,"2016-05-30 21:30:00"
"W55",695252.5,9707782,"2016-05-31 01:30:00"
"W55",695453.9,9708016,"2016-05-31 05:30:00"
"W55",693939.1,9710541,"2016-05-31 13:30:00"
"W55",695381.5,9711046,"2016-05-31 21:30:00"
"W55",695219.5,9711441,"2016-06-01 01:30:00"
"W55",695017.9,9711536,"2016-06-01 05:30:00"
"W55",691688.2,9711321,"2016-06-01 13:30:00"
"W55",691180.9,9710147,"2016-06-01 21:30:00"
"W55",690663.8,9711635,"2016-06-02 01:30:00"
"W55",687916,9715768,"2016-06-02 05:30:00"
"W55",685996.2,9716818,"2016-06-02 13:30:00"
"W55",686007.9,9716848,"2016-06-02 21:30:00"
"W55",685495.1,9716745,"2016-06-03 01:30:00"
"W55",684786.1,9716923,"2016-06-03 05:30:00"
"W55",682755,9717640,"2016-06-03 13:30:00"
"W55",682090.6,9717806,"2016-06-03 21:30:00"
"W55",682069.6,9717818,"2016-06-04 01:30:00"
"W55",681867,9717928,"2016-06-04 05:30:00"
"W55",679425.1,9718553,"2016-06-04 13:30:00"
"W55",678609.4,9719071,"2016-06-04 21:30:00"
"W55",678538.9,9719179,"2016-06-05 01:30:00"
"W55",677103.3,9719235,"2016-06-05 05:30:00"
"W55",672905.1,9720863,"2016-06-05 13:30:00"
"W55",672281.2,9721758,"2016-06-05 21:30:00"
"W55",672168.1,9721774,"2016-06-06 01:30:00"
"W55",670102.6,9723495,"2016-06-06 05:30:00"
"W55",666727.8,9724392,"2016-06-06 13:30:00"
"W55",666967.8,9724478,"2016-06-06 21:30:00"
"W55",666917.6,9724574,"2016-06-07 01:31:00"
"W55",665409.3,9725976,"2016-06-07 05:30:00"
"W55",663863.2,9726273,"2016-06-07 13:30:00"
"W55",663936,9726021,"2016-06-07 21:30:00"
"W55",663877.4,9726017,"2016-06-08 01:30:00"
"W55",663795,9726118,"2016-06-08 05:30:00"
"W55",662284.1,9726335,"2016-06-08 13:30:00"
"W55",662234.6,9726284,"2016-06-08 21:30:00"
"W55",662262.6,9726277,"2016-06-09 01:30:00"
"W55",662223.5,9726269,"2016-06-09 05:30:00"
"W55",662305.5,9726315,"2016-06-09 13:30:00"
"W55",662219.3,9726239,"2016-06-09 21:30:00"
"W55",662346,9726228,"2016-06-10 01:30:00"
"W55",662432.5,9726425,"2016-06-10 05:30:00"
"W55",662310,9726546,"2016-06-10 13:31:00"
"W55",662136.5,9726548,"2016-06-10 21:30:00"
"W55",662107,9726528,"2016-06-11 01:30:00"
"W55",662855.4,9725697,"2016-06-11 05:31:00"
"W55",662603.6,9726120,"2016-06-11 13:30:00"
"W55",662248.2,9726041,"2016-06-11 21:30:00"
"W55",662182.8,9725961,"2016-06-12 01:30:00"
"W55",662163.9,9727020,"2016-06-12 05:30:00"
"W55",659725.3,9726675,"2016-06-12 13:30:00"
"W55",659987,9725903,"2016-06-12 21:31:00"
"W55",659933.5,9725870,"2016-06-13 01:30:00"
"W55",659935.8,9725856,"2016-06-13 05:30:00"
"W55",659882.3,9725768,"2016-06-13 13:30:00"
"W55",660577.2,9727157,"2016-06-13 21:30:00"
"W55",660672.4,9727340,"2016-06-14 01:30:00"
"W55",661265.4,9728765,"2016-06-14 05:30:00"
"W55",660749.3,9726450,"2016-06-14 13:30:00"
"W55",661186.4,9725916,"2016-06-14 21:30:00"
"W55",661188,9725928,"2016-06-15 01:30:00"
"W55",662543.6,9726684,"2016-06-15 05:30:00"
"W55",662649.8,9726910,"2016-06-15 13:30:00"
"W55",662747.7,9726935,"2016-06-15 21:30:00"
"W55",662981.7,9727266,"2016-06-16 01:30:00"
"W55",663082.5,9728995,"2016-06-16 05:31:00"
"W55",662321.8,9731495,"2016-06-16 13:30:00"
"W55",661508.8,9736653,"2016-06-16 21:30:00"
"W55",661543.2,9736601,"2016-06-17 01:30:00"
"W55",660402.6,9740047,"2016-06-17 05:30:00"
"W55",660427.6,9740060,"2016-06-17 13:30:00"
"W55",660439.4,9740110,"2016-06-17 21:30:00"
"W55",660494.8,9740135,"2016-06-18 01:30:00"
"W55",660532,9740167,"2016-06-18 05:30:00"
"W55",660653,9740904,"2016-06-18 13:30:00"
"W55",660593.1,9740899,"2016-06-18 21:30:00"
"W55",660585.3,9740894,"2016-06-19 01:30:00"
"W55",660695.9,9741158,"2016-06-19 05:30:00"
"W55",660702.4,9741150,"2016-06-19 13:30:00"
"W55",661232.8,9741070,"2016-06-19 21:30:00"
"W55",660059.2,9745930,"2016-06-20 01:30:00"
"W55",661072.3,9751187,"2016-06-20 05:30:00"
"W55",661500.7,9752472,"2016-06-20 13:30:00"
"W55",663122,9755200,"2016-06-20 21:30:00"
"W55",663173.6,9755512,"2016-06-21 01:30:00"
"W55",663202,9755691,"2016-06-21 05:30:00"
"W55",663385.6,9755777,"2016-06-21 13:30:00"
"W55",664585.5,9756053,"2016-06-21 21:30:00"
"W55",664568.8,9756020,"2016-06-22 01:30:00"
"W55",665417.1,9752246,"2016-06-22 05:30:00"
"W55",666513.2,9750637,"2016-06-22 13:30:00"
"W55",666419.3,9750248,"2016-06-22 21:30:00"
"W55",666501.4,9750176,"2016-06-23 01:30:00"
"W55",666576.2,9750185,"2016-06-23 05:30:00"
"W55",666587.2,9750176,"2016-06-23 06:00:00"
"W55",666605.9,9750191,"2016-06-23 08:00:00"
"W55",666597.8,9750197,"2016-06-23 10:00:00"
"W55",666434.7,9750062,"2016-06-23 12:00:00"
"W55",666463.2,9750055,"2016-06-23 14:00:00"
"W55",666541.4,9750178,"2016-06-23 16:00:00"
"W55",666445.4,9750074,"2016-06-23 18:00:00"
"W55",666584,9750000,"2016-06-23 20:00:00"
"W55",666624.1,9750027,"2016-06-23 22:00:00"
"W55",666673.3,9750030,"2016-06-24 00:00:00"
"W55",666978.2,9750199,"2016-06-24 02:00:00"
"W55",673349.5,9750691,"2016-06-24 04:00:00"
"W55",674893.1,9752481,"2016-06-24 06:00:00"
"W55",675125,9752525,"2016-06-24 08:00:00"
"W55",675076.1,9752562,"2016-06-24 10:00:00"
"W55",675513.6,9752887,"2016-06-24 12:00:00"
"W55",676038.6,9753418,"2016-06-24 14:00:00"
"W55",677172.1,9754028,"2016-06-24 16:00:00"
"W55",677155,9754118,"2016-06-24 18:00:00"
"W55",678410.7,9754525,"2016-06-24 20:00:00"
"W55",679526.8,9755128,"2016-06-24 22:00:00"
"W55",679537.1,9755163,"2016-06-25 00:00:00"
"W55",680100,9755446,"2016-06-25 02:00:00"
"W55",684958.7,9755461,"2016-06-25 04:00:00"
"W55",689448.8,9755470,"2016-06-25 06:00:00"
"W55",689477.6,9755502,"2016-06-25 08:00:00"
"W55",690216.7,9755686,"2016-06-25 10:00:00"
"W55",690240.6,9755717,"2016-06-25 12:00:00"
"W55",690471.5,9755725,"2016-06-25 14:00:00"
"W55",690483.9,9755796,"2016-06-25 16:00:00"
"W55",690441.6,9755827,"2016-06-25 18:00:00"
"W55",691078.4,9756181,"2016-06-25 20:00:00"
"W55",691533.9,9756269,"2016-06-25 22:00:00"
"W55",692182.9,9756625,"2016-06-26 00:00:00"
"W55",692635.8,9757171,"2016-06-26 02:00:00"
"W55",693097.1,9757637,"2016-06-26 04:00:00"
"W55",693373.3,9758098,"2016-06-26 06:00:00"
"W55",695765.4,9758632,"2016-06-26 08:00:00"
"W55",695844.4,9758661,"2016-06-26 10:00:00"
"W55",697420.5,9758886,"2016-06-26 12:00:00"
"W55",697558.3,9759034,"2016-06-26 14:00:00"
"W55",698353,9759274,"2016-06-26 16:00:00"
"W55",698547.9,9759248,"2016-06-26 18:00:00"
"W55",698520.7,9759461,"2016-06-26 20:00:00"
"W55",699376.4,9760602,"2016-06-26 22:00:00"
"W55",699826.3,9761089,"2016-06-27 00:00:00"
"W55",699937.7,9761150,"2016-06-27 02:00:00"
"W55",700085.3,9761381,"2016-06-27 04:00:00"
"W55",700085.5,9761381,"2016-06-27 06:00:00"
"W55",700098.7,9761394,"2016-06-27 08:00:00"
"W55",700155.7,9761333,"2016-06-27 10:00:00"
"W55",700122.6,9761383,"2016-06-27 12:00:00"
"W55",700215.7,9761452,"2016-06-27 14:00:00"
"W55",700171.5,9761508,"2016-06-27 16:00:00"
"W55",700127.5,9761631,"2016-06-27 18:00:00"
"W55",700190.9,9761681,"2016-06-27 20:00:00"
"W55",700704.9,9762366,"2016-06-27 22:00:00"
"W55",702779,9766274,"2016-06-28 00:00:00"
"W55",703106.3,9768537,"2016-06-28 02:00:00"
"W55",703938.7,9770377,"2016-06-28 04:00:00"
"W55",704159.8,9770819,"2016-06-28 06:00:00"
"W55",705052.7,9772027,"2016-06-28 08:00:00"
"W55",705078.9,9772041,"2016-06-28 10:00:00"
"W55",705098.4,9772067,"2016-06-28 12:00:00"
"W55",705092.4,9772217,"2016-06-28 14:00:00"
"W55",705091.9,9772494,"2016-06-28 16:00:00"
"W55",705055.5,9772543,"2016-06-28 18:00:00"
"W55",705040,9772542,"2016-06-28 20:00:00"
"W55",705048.3,9772540,"2016-06-28 22:00:00"
"W55",706184.5,9774910,"2016-06-29 00:00:00"
"W55",707175.8,9776337,"2016-06-29 02:00:00"
"W55",707937.8,9776988,"2016-06-29 04:00:00"
"W55",707823.8,9777175,"2016-06-29 06:00:00"
"W55",707802.1,9777152,"2016-06-29 08:00:00"
"W55",707809,9777152,"2016-06-29 10:00:00"
"W55",707723.2,9777304,"2016-06-29 12:00:00"
"W55",707628,9777445,"2016-06-29 14:00:00"
"W55",707608.6,9777434,"2016-06-29 16:00:00"
"W55",707646.1,9777517,"2016-06-29 18:00:00"
"W55",707896.4,9777646,"2016-06-29 20:00:00"
"W55",707885,9777642,"2016-06-29 22:00:00"
"W55",709845.8,9778176,"2016-06-30 00:00:00"
"W55",712979.8,9779960,"2016-06-30 02:00:00"
"W55",716215.1,9783604,"2016-06-30 04:00:00"
"W55",719839.7,9787773,"2016-06-30 06:00:00"
"W55",720192.6,9789250,"2016-06-30 08:00:00"
"W55",720249.4,9789295,"2016-06-30 10:00:00"
"W55",720608.2,9791711,"2016-06-30 12:00:00"
"W55",720969.4,9794189,"2016-06-30 14:00:00"
"W55",721679.3,9794647,"2016-06-30 16:00:00"
"W55",721677.7,9794647,"2016-06-30 18:00:00"
"W55",721889.8,9794759,"2016-06-30 20:00:00"
"W55",722370.3,9795472,"2016-06-30 22:00:00"
"W55",722356.9,9795476,"2016-07-01 00:00:00"
"W55",723979.1,9796636,"2016-07-01 02:00:00"
"W55",725076,9797710,"2016-07-01 04:00:00"
"W55",725060.4,9797813,"2016-07-01 06:00:00"
"W55",725013.9,9797769,"2016-07-01 08:00:00"
"W55",724942.8,9797870,"2016-07-01 10:00:00"
"W55",724993,9798235,"2016-07-01 12:00:00"
"W55",725364,9799298,"2016-07-01 14:00:00"
"W55",725471.1,9799715,"2016-07-01 16:00:00"
"W55",725443.7,9799721,"2016-07-01 18:00:00"
"W55",725529.6,9799617,"2016-07-01 20:00:00"
"W55",725537.7,9799628,"2016-07-01 22:00:00"
"W55",725534.1,9799655,"2016-07-02 00:00:00"
"W55",726273.7,9800266,"2016-07-02 02:00:00"
"W55",728005,9801649,"2016-07-02 04:00:00"
"W55",728169.4,9801872,"2016-07-02 06:00:00"
"W55",728092.6,9801906,"2016-07-02 08:00:00"
"W55",728196.2,9801960,"2016-07-02 10:00:00"
"W55",728164.8,9801959,"2016-07-02 12:00:00"
"W55",728145.4,9802015,"2016-07-02 14:00:00"
"W55",728161.6,9802036,"2016-07-02 16:00:00"
"W55",728159.3,9802004,"2016-07-02 18:00:00"
"W55",728159.3,9802043,"2016-07-02 20:00:00"
"W55",728200.5,9802025,"2016-07-02 22:00:00"
"W55",728161.3,9802085,"2016-07-03 00:00:00"
"W55",728343.7,9802203,"2016-07-03 02:00:00"
"W55",728945.8,9804374,"2016-07-03 04:00:00"
"W55",729000.4,9807324,"2016-07-03 06:00:00"
"W55",729133.1,9807726,"2016-07-03 08:00:00"
"W55",729059.4,9808520,"2016-07-03 10:00:00"
"W55",729055.1,9808691,"2016-07-03 12:00:00"
"W55",729144.5,9808793,"2016-07-03 14:00:00"
"W55",729146.7,9808803,"2016-07-03 16:00:00"
"W55",729174.9,9808780,"2016-07-03 18:00:00"
"W55",729149.6,9809216,"2016-07-03 20:00:00"
"W55",729107.5,9809246,"2016-07-03 22:00:00"
"W55",729128,9809275,"2016-07-04 00:00:00"
"W55",729533.2,9810826,"2016-07-04 02:00:00"
"W55",728983.6,9813680,"2016-07-04 04:00:00"
"W55",729669.1,9815223,"2016-07-04 06:00:00"
"W55",729704.3,9815262,"2016-07-04 08:00:00"
"W55",729658.1,9815357,"2016-07-04 10:00:00"
"W55",729507.2,9815395,"2016-07-04 12:00:00"
"W55",729476.6,9815431,"2016-07-04 14:00:00"
"W55",729476.9,9815511,"2016-07-04 16:00:00"
"W55",729520,9815469,"2016-07-04 18:00:00"
"W55",729551.3,9815564,"2016-07-04 20:00:00"
"W55",729566.9,9815580,"2016-07-04 22:00:00"
"W55",729545.4,9815596,"2016-07-05 00:00:00"
"W55",729353.6,9815935,"2016-07-05 02:00:00"
"W55",729163.5,9816497,"2016-07-05 04:00:00"
"W55",729077,9816685,"2016-07-05 06:00:00"
"W55",728559,9816894,"2016-07-05 08:00:00"
"W55",728538.5,9817034,"2016-07-05 10:00:00"
"W55",728288.2,9817140,"2016-07-05 12:00:00"
"W55",728004.3,9817063,"2016-07-05 14:00:00"
"W55",727980.5,9817058,"2016-07-05 16:00:00"
"W55",727977.4,9817109,"2016-07-05 18:00:00"
"W55",728029.6,9817245,"2016-07-05 20:00:00"
"W55",728070.3,9817242,"2016-07-05 22:00:00"
"W55",728053.8,9817248,"2016-07-06 00:00:00"
"W55",727447.1,9817691,"2016-07-06 02:00:00"
"W55",724328.4,9818855,"2016-07-06 04:00:00"
"W55",724012.6,9818734,"2016-07-06 06:00:00"
"W55",724121.1,9818913,"2016-07-06 08:00:00"
"W55",723663.8,9819432,"2016-07-06 10:00:00"
"W55",723302.2,9819758,"2016-07-06 12:00:00"
"W55",723274.9,9819671,"2016-07-06 14:00:00"
"W55",723294.7,9819651,"2016-07-06 16:00:00"
"W55",723301.2,9819657,"2016-07-06 18:00:00"
"W55",723202,9819668,"2016-07-06 20:00:00"
"W55",723225.3,9819655,"2016-07-06 22:00:00"
"W55",723226.1,9819653,"2016-07-07 00:00:00"
"W55",722998,9819946,"2016-07-07 02:00:00"
"W55",722070,9822632,"2016-07-07 04:00:00"
"W55",720462.1,9824724,"2016-07-07 06:00:00"
"W55",720421.7,9825591,"2016-07-07 08:00:00"
"W55",720403.1,9826014,"2016-07-07 10:00:00"
"W55",720391.9,9825821,"2016-07-07 12:00:00"
"W55",720838.1,9825767,"2016-07-07 14:00:00"
"W55",720842.6,9825738,"2016-07-07 16:00:00"
"W55",720849.5,9825797,"2016-07-07 18:00:00"
"W55",720830.2,9825789,"2016-07-07 20:00:00"
"W55",720851.2,9825773,"2016-07-07 22:00:00"
"W55",720830.4,9825799,"2016-07-08 00:00:00"
"W55",720724.5,9826252,"2016-07-08 02:00:00"
"W55",720517.2,9826691,"2016-07-08 04:00:00"
"W55",722135.3,9827269,"2016-07-08 06:00:00"
"W55",723411.4,9827621,"2016-07-08 08:00:00"
"W55",725692.8,9828906,"2016-07-08 10:00:00"
"W55",726426.9,9829904,"2016-07-08 12:00:00"
"W55",726392.9,9830157,"2016-07-08 14:00:00"
"W55",726397.3,9830168,"2016-07-08 16:00:00"
"W55",726377.9,9830214,"2016-07-08 18:00:00"
"W55",726363.8,9830254,"2016-07-08 20:00:00"
"W55",726400.3,9830256,"2016-07-08 22:00:00"
"W55",726364.9,9830251,"2016-07-09 00:00:00"
"W55",726804.3,9831717,"2016-07-09 02:00:00"
"W55",725779.1,9834871,"2016-07-09 04:00:00"
"W55",725316.8,9835731,"2016-07-09 06:00:00"
"W55",725125.2,9835830,"2016-07-09 08:00:00"
"W55",725081,9835904,"2016-07-09 10:00:00"
"W55",725079.4,9835987,"2016-07-09 12:00:00"
"W55",724982.4,9836151,"2016-07-09 14:00:00"
"W55",724987.8,9836151,"2016-07-09 16:00:00"
"W55",724942.6,9836113,"2016-07-09 18:00:00"
"W55",724937.7,9836200,"2016-07-09 20:00:00"
"W55",724969,9836318,"2016-07-09 22:00:00"
"W55",724912.7,9836346,"2016-07-10 00:00:00"
"W55",724906.6,9836397,"2016-07-10 02:00:00"
"W55",724913.7,9836417,"2016-07-10 04:00:00"
"W55",725042.2,9836442,"2016-07-10 06:00:00"
"W55",725010.1,9836410,"2016-07-10 08:00:00"
"W55",725008.8,9836406,"2016-07-10 10:00:00"
"W55",724942.4,9836428,"2016-07-10 12:00:00"
"W55",724854.3,9836418,"2016-07-10 14:00:00"
"W55",724782,9836424,"2016-07-10 16:00:00"
"W55",724683.2,9836417,"2016-07-10 18:00:00"
"W55",724227.4,9836714,"2016-07-10 20:00:00"
"W55",724227.3,9836679,"2016-07-10 22:00:00"
"W55",724169.3,9836745,"2016-07-11 00:00:00"
"W55",723215.9,9837951,"2016-07-11 02:00:00"
"W55",723449.2,9840966,"2016-07-11 04:00:00"
"W55",723823.6,9841671,"2016-07-11 06:00:00"
"W55",724057.1,9842196,"2016-07-11 08:00:00"
"W55",724021.7,9842215,"2016-07-11 10:00:00"
"W55",723901.9,9842267,"2016-07-11 12:00:00"
"W55",723289.1,9841049,"2016-07-11 14:00:00"
"W55",721886.7,9840846,"2016-07-11 16:00:00"
"W55",721853.6,9840953,"2016-07-11 18:00:00"
"W55",721784.9,9841232,"2016-07-11 20:00:00"
"W55",721758,9841273,"2016-07-11 22:00:00"
"W55",721758.8,9841272,"2016-07-12 00:00:00"
"W55",721737.9,9841588,"2016-07-12 02:00:00"
"W55",721759.5,9841749,"2016-07-12 04:00:00"
"W55",721720.4,9841812,"2016-07-12 06:00:00"
"W55",721583.3,9842014,"2016-07-12 08:00:00"
"W55",721588.1,9841998,"2016-07-12 10:00:00"
"W55",721585.6,9842112,"2016-07-12 12:00:00"
"W55",721483.5,9842180,"2016-07-12 14:00:00"
"W55",721360.6,9842134,"2016-07-12 16:00:00"
"W55",721034.4,9842148,"2016-07-12 18:00:00"
"W55",721014.3,9842393,"2016-07-12 20:00:00"
"W55",721079.3,9842325,"2016-07-12 22:00:00"
"W55",721135.6,9842370,"2016-07-13 00:00:00"
"W55",721127.2,9842654,"2016-07-13 02:00:00"
"W55",721117.3,9842852,"2016-07-13 04:00:00"
"W55",721217.9,9842962,"2016-07-13 06:00:00"
"W55",721608.8,9843225,"2016-07-13 08:00:00"
"W55",721598.6,9843209,"2016-07-13 10:00:00"
"W55",721565.4,9843248,"2016-07-13 12:00:00"
"W55",721034.6,9843325,"2016-07-13 14:00:00"
"W55",720882.1,9843069,"2016-07-13 16:00:00"
"W55",720715.4,9843034,"2016-07-13 18:00:00"
"W55",720635.2,9842988,"2016-07-13 20:00:00"
"W55",720567.4,9843012,"2016-07-13 22:00:00"
"W55",720575.4,9843010,"2016-07-14 00:00:00"
"W55",720603.7,9842995,"2016-07-14 02:00:00"
"W55",720435.8,9842984,"2016-07-14 04:00:00"
"W55",720231.8,9843080,"2016-07-14 06:00:00"
"W55",720185.6,9843060,"2016-07-14 08:00:00"
"W55",720178.1,9843036,"2016-07-14 10:00:00"
"W55",719343.6,9842784,"2016-07-14 12:00:00"
"W55",718789.2,9842719,"2016-07-14 14:00:00"
"W55",718777.3,9842704,"2016-07-14 16:00:00"
"W55",718700.2,9842730,"2016-07-14 18:00:00"
"W55",718477.4,9842783,"2016-07-14 20:00:00"
"W55",718483.7,9842782,"2016-07-14 22:00:00"
"W55",718601.2,9842756,"2016-07-15 00:00:00"
"W55",718277.6,9842802,"2016-07-15 02:00:00"
"W55",718046.4,9842749,"2016-07-15 04:00:00"
"W55",717991.1,9842732,"2016-07-15 06:00:00"
"W55",718045.7,9842766,"2016-07-15 08:00:00"
"W55",718024.7,9842754,"2016-07-15 10:00:00"
"W55",717961.8,9842768,"2016-07-15 12:00:00"
"W55",717976.8,9842865,"2016-07-15 14:00:00"
"W55",717949.8,9842846,"2016-07-15 16:00:00"
"W55",717353.9,9843018,"2016-07-15 18:00:00"
"W55",717345.5,9843117,"2016-07-15 20:00:00"
"W55",717377.6,9843130,"2016-07-15 22:00:00"
"W55",717327.3,9843080,"2016-07-16 00:00:00"
"W55",717281.5,9843347,"2016-07-16 02:00:00"
"W55",717801.4,9843959,"2016-07-16 04:00:00"
"W55",718782.2,9844323,"2016-07-16 06:00:00"
"W55",720739.7,9845090,"2016-07-16 08:00:00"
"W55",721245.3,9847034,"2016-07-16 10:00:00"
"W55",721195.4,9846995,"2016-07-16 12:00:00"
"W55",720387.5,9845517,"2016-07-16 14:00:00"
"W55",720285,9845112,"2016-07-16 16:00:00"
"W55",720214.3,9845042,"2016-07-16 18:00:00"
"W55",720216.2,9845034,"2016-07-16 20:00:00"
"W55",720192.5,9845042,"2016-07-16 22:00:00"
"W55",720251.8,9844970,"2016-07-17 00:00:00"
"W55",720216.7,9844884,"2016-07-17 02:00:00"
"W55",720978.6,9843842,"2016-07-17 04:00:00"
"W55",720983.6,9843836,"2016-07-17 06:00:00"
"W55",720989.6,9843842,"2016-07-17 08:00:00"
"W55",721061.4,9843082,"2016-07-17 10:00:00"
"W55",721041.8,9843081,"2016-07-17 12:00:00"
"W55",720752.1,9843216,"2016-07-17 14:00:00"
"W55",720650.5,9843306,"2016-07-17 16:00:00"
"W55",720474,9843437,"2016-07-17 18:00:00"
"W55",720198.6,9843554,"2016-07-17 20:00:00"
"W55",720207.5,9843550,"2016-07-17 22:00:00"
"W55",720206.4,9843531,"2016-07-18 00:00:00"
"W55",719936.7,9843241,"2016-07-18 02:00:00"
"W55",719800.7,9843261,"2016-07-18 04:00:00"
"W55",718970.3,9842967,"2016-07-18 06:00:00"
"W55",718960.7,9843051,"2016-07-18 08:00:00"
"W55",718933.7,9842956,"2016-07-18 10:00:00"
"W55",718895.2,9842994,"2016-07-18 12:00:00"
"W55",718834.9,9843027,"2016-07-18 14:00:00"
"W55",718391.5,9843023,"2016-07-18 16:00:00"
"W55",718333.7,9842993,"2016-07-18 18:00:00"
"W55",717963.8,9843245,"2016-07-18 20:00:00"
"W55",717965.4,9843244,"2016-07-18 22:00:00"
"W55",717965.4,9843241,"2016-07-19 00:00:00"
"W55",717743.8,9843343,"2016-07-19 02:00:00"
"W55",717532.7,9843459,"2016-07-19 04:00:00"
"W55",717499.5,9843426,"2016-07-19 06:00:00"
"W55",717549.7,9843459,"2016-07-19 08:00:00"
"W55",717554.3,9843474,"2016-07-19 10:00:00"
"W55",717484.8,9843508,"2016-07-19 12:00:00"
"W55",717457.7,9843536,"2016-07-19 14:00:00"
"W55",717466.2,9843546,"2016-07-19 16:00:00"
"W55",717428.4,9843561,"2016-07-19 18:00:00"
"W55",717273.4,9843568,"2016-07-19 20:00:00"
"W55",717237.2,9843557,"2016-07-19 22:00:00"
"W55",717230.6,9843538,"2016-07-20 00:00:00"
"W55",716704.1,9843475,"2016-07-20 02:00:00"
"W55",714433.4,9844797,"2016-07-20 04:00:00"
"W55",712104.3,9843092,"2016-07-20 06:00:00"
"W55",711802.3,9843019,"2016-07-20 08:00:00"
"W55",711801.3,9843018,"2016-07-20 10:00:00"
"W55",710886.9,9842953,"2016-07-20 12:00:00"
"W55",709847.3,9842933,"2016-07-20 14:00:00"
"W55",709957.4,9842942,"2016-07-20 16:00:00"
"W55",709737,9842936,"2016-07-20 18:00:00"
"W55",709771.5,9842916,"2016-07-20 20:00:00"
"W55",709723.8,9842975,"2016-07-20 22:00:00"
"W55",709633.7,9843146,"2016-07-21 00:00:00"
"W55",709382.8,9843251,"2016-07-21 02:00:00"
"W55",708835.2,9843478,"2016-07-21 04:00:00"
"W55",708844.3,9843488,"2016-07-21 06:00:00"
"W55",708839.6,9843491,"2016-07-21 08:00:00"
"W55",708701.2,9843455,"2016-07-21 10:00:00"
"W55",708679.5,9843455,"2016-07-21 12:00:00"
"W55",708634.1,9843752,"2016-07-21 16:00:00"
"W55",708635.3,9843755,"2016-07-21 18:00:00"
"W55",708524.6,9843776,"2016-07-21 20:00:00"
"W55",708600.1,9843886,"2016-07-21 22:00:00"
"W55",708511.7,9843738,"2016-07-22 00:00:00"
"W55",708672.6,9843842,"2016-07-22 02:00:00"
"W55",708676.1,9844334,"2016-07-22 04:00:00"
"W55",708751,9844729,"2016-07-22 06:00:00"
"W55",709505.9,9847076,"2016-07-22 08:00:00"
"W55",712861,9849710,"2016-07-22 10:00:00"
"W55",712860.4,9849717,"2016-07-22 12:00:00"
"W55",712943.2,9849819,"2016-07-22 14:00:00"
"W55",712945.9,9849876,"2016-07-22 16:00:00"
"W55",713431,9850297,"2016-07-22 18:00:00"
"W55",713614.2,9850978,"2016-07-22 20:00:00"
"W55",713755.7,9851277,"2016-07-22 22:00:00"
"W55",713829,9851313,"2016-07-23 00:00:00"
"W55",714856.3,9852441,"2016-07-23 02:00:00"
"W55",717200.3,9854868,"2016-07-23 04:00:00"
"W55",717603.7,9855184,"2016-07-23 06:00:00"
"W55",718759.6,9856575,"2016-07-23 08:00:00"
"W55",718780,9856601,"2016-07-23 10:00:00"
"W55",718780.8,9856600,"2016-07-23 12:00:00"
"W55",718905.7,9856597,"2016-07-23 14:00:00"
"W55",718931.6,9856321,"2016-07-23 16:00:00"
"W55",718967.9,9856342,"2016-07-23 18:00:00"
"W55",719259.8,9856573,"2016-07-23 20:00:00"
"W55",719266.7,9856572,"2016-07-23 22:00:00"
"W55",719270.2,9856574,"2016-07-24 00:00:00"
"W55",719256.9,9856580,"2016-07-24 02:00:00"
"W55",719329.8,9856633,"2016-07-24 04:00:00"
"W55",719671.2,9857115,"2016-07-24 06:00:00"
"W55",719919.7,9857524,"2016-07-24 08:00:00"
"W55",719804.8,9857548,"2016-07-24 10:00:00"
"W55",719808,9857485,"2016-07-24 12:00:00"
"W55",719697.1,9857181,"2016-07-24 14:00:00"
"W55",719975.4,9857156,"2016-07-24 16:00:00"
"W55",719714.4,9857176,"2016-07-24 18:00:00"
"W55",720000.1,9857485,"2016-07-24 20:00:00"
"W55",719766.6,9857144,"2016-07-24 22:00:00"
"W55",719740.2,9857176,"2016-07-25 00:00:00"
"W55",720048.6,9857251,"2016-07-25 02:00:00"
"W55",721356.3,9856931,"2016-07-25 04:00:00"
"W55",721573.2,9857057,"2016-07-25 06:00:00"
"W55",721825.1,9857193,"2016-07-25 08:00:00"
"W55",722267.8,9857208,"2016-07-25 10:00:00"
"W55",722476.9,9856829,"2016-07-25 12:00:00"
"W55",722535.2,9856810,"2016-07-25 14:00:00"
"W55",722521.9,9856690,"2016-07-25 16:00:00"
"W55",722535.5,9856740,"2016-07-25 18:00:00"
"W55",721983.4,9857711,"2016-07-25 20:00:00"
"W55",723249.5,9857567,"2016-07-25 22:00:00"
"W55",722596.9,9856951,"2016-07-26 00:00:00"
"W55",722533.2,9857651,"2016-07-26 02:00:00"
"W55",722228.9,9857756,"2016-07-26 04:00:00"
