"AID","x","y","OWNER","timestamp"
"W68",756205.593825399,9843761.22583492,"HOPCRAFT","2018-03-06 19:30:00"
"W68",756593.467529118,9843979.86987614,"HOPCRAFT","2018-03-06 23:30:00"
"W68",756619.897265704,9844586.81930595,"HOPCRAFT","2018-03-07 03:30:00"
"W68",759475.720021282,9846284.03188248,"HOPCRAFT","2018-03-07 07:31:00"
"W68",760424.447097001,9848131.60893579,"HOPCRAFT","2018-03-07 11:31:00"
"W68",762034.368960577,9847557.54526813,"HOPCRAFT","2018-03-07 15:30:00"
"W68",764145.496811993,9850650.54231414,"HOPCRAFT","2018-03-07 19:30:00"
"W68",766383.566343536,9852361.30403238,"HOPCRAFT","2018-03-07 23:30:00"
"W68",766384.345847553,9852361.41390069,"HOPCRAFT","2018-03-08 03:30:00"
"W68",765610.029165644,9851061.41436245,"HOPCRAFT","2018-03-08 07:30:00"
"W68",766235.816985125,9850997.1896875,"HOPCRAFT","2018-03-08 11:31:00"
"W68",765916.763899686,9851504.95022964,"HOPCRAFT","2018-03-08 15:31:00"
"W68",764970.483466358,9851629.55455014,"HOPCRAFT","2018-03-08 19:30:00"
"W68",764959.104503804,9851721.16442288,"HOPCRAFT","2018-03-08 23:30:00"
"W68",764999.170297715,9851932.6434725,"HOPCRAFT","2018-03-09 03:31:00"
"W68",764231.254031512,9849541.43236315,"HOPCRAFT","2018-03-09 07:30:00"
"W68",763643.699197548,9849298.30199845,"HOPCRAFT","2018-03-09 11:30:00"
"W68",765359.235920753,9847968.53258,"HOPCRAFT","2018-03-09 15:31:00"
"W68",763626.95820336,9850051.45766844,"HOPCRAFT","2018-03-09 19:30:00"
"W68",763875.550120089,9850135.17913757,"HOPCRAFT","2018-03-09 23:30:00"
"W68",765832.660723479,9849540.84638182,"HOPCRAFT","2018-03-10 03:31:00"
"W68",765580.999525139,9847831.68649258,"HOPCRAFT","2018-03-10 07:30:00"
"W68",765385.140422936,9846820.97371993,"HOPCRAFT","2018-03-10 11:30:00"
"W68",765209.239784661,9847057.8920971,"HOPCRAFT","2018-03-10 15:30:00"
"W68",764421.221675234,9849337.9142981,"HOPCRAFT","2018-03-10 19:30:00"
"W68",765246.563087892,9851353.60367271,"HOPCRAFT","2018-03-10 23:30:00"
"W68",765695.915274569,9851217.86754899,"HOPCRAFT","2018-03-11 03:30:00"
"W68",766025.688915197,9850291.59358051,"HOPCRAFT","2018-03-11 07:30:00"
"W68",766193.238021483,9850497.4166128,"HOPCRAFT","2018-03-11 11:30:00"
"W68",766491.560458499,9851555.38683179,"HOPCRAFT","2018-03-11 15:30:00"
"W68",766923.370421866,9853407.09715047,"HOPCRAFT","2018-03-11 19:30:00"
"W68",767121.621417658,9853468.85669903,"HOPCRAFT","2018-03-11 23:30:00"
"W68",767157.37410223,9853480.65924892,"HOPCRAFT","2018-03-12 03:30:00"
"W68",766896.073128904,9853388.31685066,"HOPCRAFT","2018-03-12 07:30:00"
"W68",767083.55845878,9853715.81549774,"HOPCRAFT","2018-03-12 11:30:00"
"W68",766699.094150468,9853489.95338478,"HOPCRAFT","2018-03-12 15:31:00"
"W68",767422.178571158,9854201.25665011,"HOPCRAFT","2018-03-12 19:30:00"
"W68",767507.762584249,9853815.08087861,"HOPCRAFT","2018-03-12 23:30:00"
"W68",767692.711024541,9853362.65222178,"HOPCRAFT","2018-03-13 03:31:00"
"W68",767994.140845943,9852358.95608897,"HOPCRAFT","2018-03-13 07:30:00"
"W68",768002.442644857,9852650.12289358,"HOPCRAFT","2018-03-13 11:31:00"
"W68",767194.665501494,9852898.7188792,"HOPCRAFT","2018-03-13 15:30:00"
"W68",767839.247373923,9853714.53007439,"HOPCRAFT","2018-03-13 19:30:00"
"W68",767839.028228659,9853718.18103234,"HOPCRAFT","2018-03-13 23:30:00"
"W68",767857.67746204,9853201.85897356,"HOPCRAFT","2018-03-14 03:31:00"
"W68",768145.100633622,9852791.14577927,"HOPCRAFT","2018-03-14 07:30:00"
"W68",767862.041633205,9852767.52656928,"HOPCRAFT","2018-03-14 11:31:00"
"W68",766590.851259773,9852897.64659079,"HOPCRAFT","2018-03-14 15:31:00"
"W68",767713.220568216,9853729.58719615,"HOPCRAFT","2018-03-14 19:30:00"
"W68",767659.996068972,9853727.42624003,"HOPCRAFT","2018-03-14 23:31:00"
"W68",767825.509930123,9853556.45508423,"HOPCRAFT","2018-03-15 03:31:00"
"W68",768067.327422885,9852734.69047428,"HOPCRAFT","2018-03-15 07:30:00"
"W68",769046.254479903,9852950.56550229,"HOPCRAFT","2018-03-15 15:31:00"
"W68",770309.273198139,9854346.14530278,"HOPCRAFT","2018-03-16 03:30:00"
"W68",768585.911235046,9852904.33066294,"HOPCRAFT","2018-03-16 07:31:00"
"W68",768893.754295668,9853220.98257783,"HOPCRAFT","2018-03-16 15:30:00"
"W68",770165.741098967,9852861.29388108,"HOPCRAFT","2018-03-16 23:30:00"
"W68",770860.494824949,9852704.61945246,"HOPCRAFT","2018-03-17 03:30:00"
"W68",773166.117357812,9851556.95214972,"HOPCRAFT","2018-03-17 07:31:00"
"W68",773260.39821242,9853086.46486492,"HOPCRAFT","2018-03-17 15:30:00"
"W68",772457.898667422,9855218.03507675,"HOPCRAFT","2018-03-17 23:30:00"
"W68",772745.701250284,9854843.70606166,"HOPCRAFT","2018-03-18 03:30:00"
"W68",773205.323869028,9853129.55571058,"HOPCRAFT","2018-03-18 07:30:00"
"W68",776475.802840001,9849564.49940141,"HOPCRAFT","2018-03-18 15:31:00"
"W68",777803.204118427,9853383.94713331,"HOPCRAFT","2018-03-18 23:30:00"
"W68",777729.560908694,9853233.99893321,"HOPCRAFT","2018-03-19 03:31:00"
"W68",776167.427540762,9850928.28122879,"HOPCRAFT","2018-03-19 07:31:00"
"W68",776077.086285576,9851110.47822484,"HOPCRAFT","2018-03-19 15:30:00"
"W68",776928.988740566,9852172.81633118,"HOPCRAFT","2018-03-19 23:30:00"
"W68",776088.966140792,9851295.44754827,"HOPCRAFT","2018-03-20 03:30:00"
"W68",775683.076966795,9850181.54909522,"HOPCRAFT","2018-03-20 07:30:00"
"W68",776334.567377276,9849412.52169088,"HOPCRAFT","2018-03-20 15:30:00"
"W68",775722.844133795,9848788.50868061,"HOPCRAFT","2018-03-20 23:30:00"
"W68",775727.337568794,9848826.78360176,"HOPCRAFT","2018-03-21 03:30:00"
